fetched_at,id,symbol,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,last_updated
2026-02-08T04:14:00,binancecoin,bnb,BNB,650.45,88738480171,1650259175,667.0,631.28,-0.17183821941020835,-1.6727609496944555,2026-02-07T22:13:53.098Z
2026-02-08T04:14:00,solana,sol,Solana,88.45,50076379489,6081475578,89.4,84.66,-0.3627980010349988,0.05733732959627085,2026-02-07T22:13:53.521Z
2026-02-08T04:15:00,bitcoin,btc,Bitcoin,69537,1390491704582,71577436859,71604,67656,0.11124377448537355,-1.4920540476013457,2026-02-07T22:13:53.522Z
2026-02-08T04:15:00,ethereum,eth,Ethereum,2100.59,253772789158,43477510705,2113.07,2001.54,-0.14215680092655922,1.8040653707979093,2026-02-07T22:13:53.177Z
2026-02-08T04:15:00,binancecoin,bnb,BNB,650.45,88738480171,1650259175,667.0,631.28,-0.17183821941020835,-1.6727609496944555,2026-02-07T22:13:53.098Z
2026-02-08T04:15:00,solana,sol,Solana,88.45,50076379489,6081475578,89.4,84.66,-0.3627980010349988,0.05733732959627085,2026-02-07T22:13:53.521Z
2026-02-08T04:16:00,bitcoin,btc,Bitcoin,69507,1390491704582,71480761447,71604,67656,0.04193339714076628,-1.249979020700506,2026-02-07T22:15:56.340Z
2026-02-08T04:16:00,ethereum,eth,Ethereum,2098.68,253772789158,42513960096,2113.07,2001.54,-0.2329147865497981,2.3239327885534924,2026-02-07T22:15:55.074Z
2026-02-08T04:16:00,binancecoin,bnb,BNB,650.26,88738480171,1627658329,667.0,631.28,-0.0986386427256865,-1.702294391162852,2026-02-07T22:15:54.465Z
2026-02-08T04:16:00,solana,sol,Solana,88.47,50076379489,5969962799,89.4,84.66,-0.221758747823422,0.12277461262494506,2026-02-07T22:16:00.011Z
2026-02-08T04:17:00,bitcoin,btc,Bitcoin,69507,1390491704582,71480761447,71604,67656,0.04193339714076628,-1.249979020700506,2026-02-07T22:15:56.340Z
2026-02-08T04:17:00,ethereum,eth,Ethereum,2098.68,253772789158,42513960096,2113.07,2001.54,-0.2329147865497981,2.3239327885534924,2026-02-07T22:15:55.074Z
2026-02-08T04:17:00,binancecoin,bnb,BNB,650.26,88738480171,1627658329,667.0,631.28,-0.0986386427256865,-1.702294391162852,2026-02-07T22:15:54.465Z
2026-02-08T04:17:00,solana,sol,Solana,88.47,50076379489,5969962799,89.4,84.66,-0.221758747823422,0.12277461262494506,2026-02-07T22:16:00.011Z
2026-02-08T04:18:00,bitcoin,btc,Bitcoin,69494,1390491704582,70623258106,71604,67656,0.023433538898112387,-1.2682399771568749,2026-02-07T22:17:55.323Z
2026-02-08T04:18:00,ethereum,eth,Ethereum,2097.66,253772789158,42229896439,2113.07,2001.54,-0.2809938001359517,2.274621597951862,2026-02-07T22:17:52.945Z
2026-02-08T04:18:00,binancecoin,bnb,BNB,650.06,88738480171,1644432508,667.0,631.28,-0.12922083293224979,-1.7323856640840227,2026-02-07T22:17:53.821Z
2026-02-08T04:18:00,solana,sol,Solana,88.45,50076379489,5964251927,89.4,84.66,-0.244426307900535,0.10002878166884559,2026-02-07T22:17:56.564Z
2026-02-08T04:19:00,bitcoin,btc,Bitcoin,69494,1390491704582,70623258106,71604,67656,0.023433538898112387,-1.2682399771568749,2026-02-07T22:17:55.323Z
2026-02-08T04:19:00,ethereum,eth,Ethereum,2097.66,253772789158,42229896439,2113.07,2001.54,-0.2809938001359517,2.274621597951862,2026-02-07T22:17:52.945Z
2026-02-08T04:19:00,binancecoin,bnb,BNB,650.06,88738480171,1644432508,667.0,631.28,-0.12922083293224979,-1.7323856640840227,2026-02-07T22:17:53.821Z
2026-02-08T04:19:00,solana,sol,Solana,88.45,50076379489,5964251927,89.4,84.66,-0.244426307900535,0.10002878166884559,2026-02-07T22:17:56.564Z
2026-02-08T04:20:00,bitcoin,btc,Bitcoin,69422,1390491704582,71618070765,71604,67656,-0.08046741391752264,-1.3707991833007895,2026-02-07T22:19:53.323Z
2026-02-08T04:20:00,ethereum,eth,Ethereum,2094.67,253772789158,42616860928,2113.07,2001.54,-0.42357306973836983,2.1283882829399485,2026-02-07T22:19:53.340Z
2026-02-08T04:20:00,binancecoin,bnb,BNB,649.64,88738480171,1645439798,667.0,631.28,-0.1931791197762503,-1.795317267477827,2026-02-07T22:19:53.522Z
2026-02-08T04:20:00,solana,sol,Solana,88.42,50183520061,6035672869,89.4,84.66,-0.27649002722393834,0.06785434661395277,2026-02-07T22:19:56.762Z
2026-02-08T04:21:00,bitcoin,btc,Bitcoin,69422,1390491704582,71618070765,71604,67656,-0.08046741391752264,-1.3707991833007895,2026-02-07T22:19:53.323Z
2026-02-08T04:21:00,ethereum,eth,Ethereum,2094.67,253772789158,42616860928,2113.07,2001.54,-0.42357306973836983,2.1283882829399485,2026-02-07T22:19:53.340Z
2026-02-08T04:21:00,binancecoin,bnb,BNB,649.64,88738480171,1645439798,667.0,631.28,-0.1931791197762503,-1.795317267477827,2026-02-07T22:19:53.522Z
2026-02-08T04:21:00,solana,sol,Solana,88.42,50183520061,6035672869,89.4,84.66,-0.27649002722393834,0.06785434661395277,2026-02-07T22:19:56.762Z
2026-02-08T04:22:00,bitcoin,btc,Bitcoin,69460,1390491704582,71163576488,71604,67656,0.04752338174763208,-1.4797803418629705,2026-02-07T22:22:00.315Z
2026-02-08T04:22:00,ethereum,eth,Ethereum,2095.92,253772789158,42329883859,2113.07,2001.54,-0.2671016265570831,2.034619362507272,2026-02-07T22:22:00.440Z
2026-02-08T04:22:00,binancecoin,bnb,BNB,649.77,88738480171,1630669224,667.0,631.28,-0.2026663522913462,-1.8223316749190508,2026-02-07T22:21:55.266Z
2026-02-08T04:22:00,solana,sol,Solana,88.4,50183520061,5988873681,89.4,84.66,-0.29371539317851886,-0.09435894482335463,2026-02-07T22:22:00.950Z
2026-02-08T04:23:00,bitcoin,btc,Bitcoin,69460,1390491704582,71163576488,71604,67656,0.04752338174763208,-1.4797803418629705,2026-02-07T22:22:00.315Z
2026-02-08T04:23:00,ethereum,eth,Ethereum,2095.92,253772789158,42329883859,2113.07,2001.54,-0.2671016265570831,2.034619362507272,2026-02-07T22:22:00.440Z
2026-02-08T04:23:00,binancecoin,bnb,BNB,649.77,88738480171,1630669224,667.0,631.28,-0.2026663522913462,-1.8223316749190508,2026-02-07T22:21:55.266Z
2026-02-08T04:23:00,solana,sol,Solana,88.4,50183520061,5988873681,89.4,84.66,-0.29371539317851886,-0.09435894482335463,2026-02-07T22:22:00.950Z
2026-02-08T04:24:00,bitcoin,btc,Bitcoin,69453,1388238192180,70776106650,71604,67656,0.037343528180495036,-1.4898047920004838,2026-02-07T22:23:58.341Z
2026-02-08T04:24:00,ethereum,eth,Ethereum,2094.3,252967103366,42340196648,2113.07,2001.54,-0.34425925471956026,1.9556810247183383,2026-02-07T22:23:54.204Z
2026-02-08T04:24:00,binancecoin,bnb,BNB,649.68,88604682925,1622173500,667.0,631.28,-0.2168390046711403,-1.8362743115985232,2026-02-07T22:23:44.684Z
2026-02-08T04:24:00,solana,sol,Solana,88.41,50170494634,5948533300,89.4,84.66,-0.2842584229696952,-0.08488306599708058,2026-02-07T22:23:56.681Z
2026-02-08T04:25:00,bitcoin,btc,Bitcoin,69453,1388238192180,70776106650,71604,67656,0.037343528180495036,-1.4898047920004838,2026-02-07T22:23:58.341Z
2026-02-08T04:25:00,ethereum,eth,Ethereum,2094.3,252967103366,42340196648,2113.07,2001.54,-0.34425925471956026,1.9556810247183383,2026-02-07T22:23:54.204Z
2026-02-08T04:25:00,binancecoin,bnb,BNB,649.68,88604682925,1622173500,667.0,631.28,-0.2168390046711403,-1.8362743115985232,2026-02-07T22:23:44.684Z
2026-02-08T04:25:00,solana,sol,Solana,88.41,50170494634,5948533300,89.4,84.66,-0.2842584229696952,-0.08488306599708058,2026-02-07T22:23:56.681Z
2026-02-08T04:26:00,bitcoin,btc,Bitcoin,69440,1388238192180,70468195113,71604,67656,-0.07935407487237303,-1.7882127261087153,2026-02-07T22:26:00.444Z
2026-02-08T04:26:00,ethereum,eth,Ethereum,2093.03,252967103366,42172161710,2113.07,2001.54,-0.578387033028187,1.4985392105720052,2026-02-07T22:26:00.422Z
2026-02-08T04:26:00,binancecoin,bnb,BNB,649.56,88604682925,1627756781,667.0,631.28,-0.27011947334662617,-1.9524122694129484,2026-02-07T22:26:00.872Z
2026-02-08T04:26:00,solana,sol,Solana,88.37,50170494634,5930339156,89.4,84.66,-0.391385960708064,-0.38141696121800117,2026-02-07T22:25:58.879Z
2026-02-08T04:27:00,bitcoin,btc,Bitcoin,69440,1388238192180,70468195113,71604,67656,-0.07935407487237303,-1.7882127261087153,2026-02-07T22:26:00.444Z
2026-02-08T04:27:00,ethereum,eth,Ethereum,2093.03,252967103366,42172161710,2113.07,2001.54,-0.578387033028187,1.4985392105720052,2026-02-07T22:26:00.422Z
2026-02-08T04:27:00,binancecoin,bnb,BNB,649.56,88604682925,1627756781,667.0,631.28,-0.27011947334662617,-1.9524122694129484,2026-02-07T22:26:00.872Z
2026-02-08T04:27:00,solana,sol,Solana,88.37,50170494634,5930339156,89.4,84.66,-0.391385960708064,-0.38141696121800117,2026-02-07T22:25:58.879Z
2026-02-08T04:28:00,bitcoin,btc,Bitcoin,69421,1387696138495,70899151246,71604,67656,-0.10632756406337353,-1.8147249104319247,2026-02-07T22:27:53.902Z
2026-02-08T04:28:00,ethereum,eth,Ethereum,2093.25,252587176516,42117879583,2113.07,2001.54,-0.568067024782975,1.5090748046975808,2026-02-07T22:27:54.040Z
2026-02-08T04:28:00,binancecoin,bnb,BNB,649.36,88570035200,1623197941,667.0,631.28,-0.3005519796348639,-1.9823314251805138,2026-02-07T22:27:53.717Z
2026-02-08T04:28:00,solana,sol,Solana,88.32,50122076920,5785329889,89.4,84.66,-0.4396408396308173,-0.42967666957110057,2026-02-07T22:28:00.486Z
2026-02-08T04:29:00,bitcoin,btc,Bitcoin,69421,1387696138495,70899151246,71604,67656,-0.10632756406337353,-1.8147249104319247,2026-02-07T22:27:53.902Z
2026-02-08T04:29:00,ethereum,eth,Ethereum,2093.25,252587176516,42117879583,2113.07,2001.54,-0.568067024782975,1.5090748046975808,2026-02-07T22:27:54.040Z
2026-02-08T04:29:00,binancecoin,bnb,BNB,649.36,88570035200,1623197941,667.0,631.28,-0.3005519796348639,-1.9823314251805138,2026-02-07T22:27:53.717Z
2026-02-08T04:29:00,solana,sol,Solana,88.32,50122076920,5785329889,89.4,84.66,-0.4396408396308173,-0.42967666957110057,2026-02-07T22:28:00.486Z
2026-02-08T04:30:00,bitcoin,btc,Bitcoin,69479,1387696138495,70952800462,71604,67656,-0.024008519502775008,-1.7338136991589963,2026-02-07T22:29:56.724Z
2026-02-08T04:30:00,ethereum,eth,Ethereum,2095.94,252587176516,42232252688,2113.07,2001.54,-0.44057359778588184,1.6392315806035753,2026-02-07T22:29:56.720Z
2026-02-08T04:30:00,binancecoin,bnb,BNB,649.65,88570035200,1625746985,667.0,631.28,-0.2558923444917414,-1.938425130782206,2026-02-07T22:29:56.703Z
2026-02-08T04:30:00,solana,sol,Solana,88.33,50122076920,5776661679,89.4,84.66,-0.42807741199230587,-0.4181120846450861,2026-02-07T22:29:58.976Z
2026-02-08T04:31:00,bitcoin,btc,Bitcoin,69479,1387696138495,70952800462,71604,67656,-0.024008519502775008,-1.7338136991589963,2026-02-07T22:29:56.724Z
2026-02-08T04:31:00,ethereum,eth,Ethereum,2095.94,252587176516,42232252688,2113.07,2001.54,-0.44057359778588184,1.6392315806035753,2026-02-07T22:29:56.720Z
2026-02-08T04:31:00,binancecoin,bnb,BNB,649.65,88570035200,1625746985,667.0,631.28,-0.2558923444917414,-1.938425130782206,2026-02-07T22:29:56.703Z
2026-02-08T04:31:00,solana,sol,Solana,88.33,50122076920,5776661679,89.4,84.66,-0.42807741199230587,-0.4181120846450861,2026-02-07T22:29:58.976Z
2026-02-08T04:32:00,bitcoin,btc,Bitcoin,69476,1388724527714,71187049676,71604,67656,-0.13934342759443713,-1.9070905987662479,2026-02-07T22:31:55.855Z
2026-02-08T04:32:00,ethereum,eth,Ethereum,2095.91,253005383002,42303658460,2113.07,2001.54,-0.5011422386314541,1.5827040271100206,2026-02-07T22:31:56.627Z
2026-02-08T04:32:00,binancecoin,bnb,BNB,649.75,88594778816,1635910404,667.0,631.28,-0.2978183713526914,-2.022567193475135,2026-02-07T22:32:01.101Z
2026-02-08T04:32:00,solana,sol,Solana,88.36,50123075301,5803711599,89.4,84.66,-0.4556066975607372,-0.5843048643342561,2026-02-07T22:31:52.080Z
2026-02-08T04:33:00,bitcoin,btc,Bitcoin,69476,1388724527714,71187049676,71604,67656,-0.13934342759443713,-1.9070905987662479,2026-02-07T22:31:55.855Z
2026-02-08T04:33:00,ethereum,eth,Ethereum,2095.91,253005383002,42303658460,2113.07,2001.54,-0.5011422386314541,1.5827040271100206,2026-02-07T22:31:56.627Z
2026-02-08T04:33:00,binancecoin,bnb,BNB,649.75,88594778816,1635910404,667.0,631.28,-0.2978183713526914,-2.022567193475135,2026-02-07T22:32:01.101Z
2026-02-08T04:33:00,solana,sol,Solana,88.36,50123075301,5803711599,89.4,84.66,-0.4556066975607372,-0.5843048643342561,2026-02-07T22:31:52.080Z
2026-02-08T04:34:00,bitcoin,btc,Bitcoin,69486,1388724527714,70975525371,71604,67656,-0.1261459448382795,-1.8941267396774037,2026-02-07T22:34:00.881Z
2026-02-08T04:34:00,ethereum,eth,Ethereum,2095.29,253005383002,42270443593,2113.07,2001.54,-0.5305660512102556,1.5526639792965065,2026-02-07T22:33:58.811Z
2026-02-08T04:34:00,binancecoin,bnb,BNB,649.76,88594778816,1621239864,667.0,631.28,-0.29704192973119325,-2.0218041835233382,2026-02-07T22:33:57.140Z
2026-02-08T04:34:00,solana,sol,Solana,88.37,50123075301,5911385389,89.4,84.66,-0.44576488398483477,-0.5744757749643378,2026-02-07T22:33:56.799Z
2026-02-08T04:35:00,bitcoin,btc,Bitcoin,69486,1388724527714,70975525371,71604,67656,-0.1261459448382795,-1.8941267396774037,2026-02-07T22:34:00.881Z
2026-02-08T04:35:00,ethereum,eth,Ethereum,2095.29,253005383002,42270443593,2113.07,2001.54,-0.5305660512102556,1.5526639792965065,2026-02-07T22:33:58.811Z
2026-02-08T04:35:00,binancecoin,bnb,BNB,649.76,88594778816,1621239864,667.0,631.28,-0.29704192973119325,-2.0218041835233382,2026-02-07T22:33:57.140Z
2026-02-08T04:35:00,solana,sol,Solana,88.37,50123075301,5911385389,89.4,84.66,-0.44576488398483477,-0.5744757749643378,2026-02-07T22:33:56.799Z
2026-02-08T04:36:00,bitcoin,btc,Bitcoin,69463,1388584503992,70546376984,71604,67656,-0.06219824091431209,-2.5419665175915456,2026-02-07T22:35:52.411Z
2026-02-08T04:36:00,ethereum,eth,Ethereum,2093.07,252837412799,41896443062,2113.07,2001.54,-0.6360087109176433,1.445012989788911,2026-02-07T22:35:53.491Z
2026-02-08T04:36:00,binancecoin,bnb,BNB,649.46,88557278844,1624863431,667.0,631.28,-0.34259080595791513,-2.39427914208877,2026-02-07T22:35:52.508Z
2026-02-08T04:36:00,solana,sol,Solana,88.35,50136804712,5905541667,89.4,84.66,-0.46670249537561087,-0.5953863167019349,2026-02-07T22:35:49.675Z
2026-02-08T04:37:00,bitcoin,btc,Bitcoin,69463,1388584503992,70546376984,71604,67656,-0.06219824091431209,-2.5419665175915456,2026-02-07T22:35:52.411Z
2026-02-08T04:37:00,ethereum,eth,Ethereum,2093.07,252837412799,41896443062,2113.07,2001.54,-0.6360087109176433,1.445012989788911,2026-02-07T22:35:53.491Z
2026-02-08T04:37:00,binancecoin,bnb,BNB,649.46,88557278844,1624863431,667.0,631.28,-0.34259080595791513,-2.39427914208877,2026-02-07T22:35:52.508Z
2026-02-08T04:37:00,solana,sol,Solana,88.35,50136804712,5905541667,89.4,84.66,-0.46670249537561087,-0.5953863167019349,2026-02-07T22:35:49.675Z
2026-02-08T04:38:00,bitcoin,btc,Bitcoin,69436,1388584503992,70779178925,71604,67656,-0.10007616330278009,-2.5789045706945974,2026-02-07T22:37:54.380Z
2026-02-08T04:38:00,ethereum,eth,Ethereum,2092.17,252837412799,41636615408,2113.07,2001.54,-0.5564593374979789,0.6476839239887546,2026-02-07T22:37:55.352Z
2026-02-08T04:38:00,binancecoin,bnb,BNB,649.27,88557278844,1629039095,667.0,631.28,-0.37148915737248867,-2.422582551180337,2026-02-07T22:37:54.603Z
2026-02-08T04:38:00,solana,sol,Solana,88.36,50136804712,5772871345,89.4,84.66,-0.4459768103088528,-0.9940065455935491,2026-02-07T22:37:59.755Z
2026-02-08T04:39:00,bitcoin,btc,Bitcoin,69436,1388584503992,70779178925,71604,67656,-0.10007616330278009,-2.5789045706945974,2026-02-07T22:37:54.380Z
2026-02-08T04:39:00,ethereum,eth,Ethereum,2092.17,252837412799,41636615408,2113.07,2001.54,-0.5564593374979789,0.6476839239887546,2026-02-07T22:37:55.352Z
2026-02-08T04:39:00,binancecoin,bnb,BNB,649.27,88557278844,1629039095,667.0,631.28,-0.37148915737248867,-2.422582551180337,2026-02-07T22:37:54.603Z
2026-02-08T04:39:00,solana,sol,Solana,88.36,50136804712,5772871345,89.4,84.66,-0.4459768103088528,-0.9940065455935491,2026-02-07T22:37:59.755Z
2026-02-08T04:40:00,bitcoin,btc,Bitcoin,69386,1387529921999,71027214933,71604,67656,-0.17292016644530245,-2.649941087130794,2026-02-07T22:39:53.051Z
2026-02-08T04:40:00,ethereum,eth,Ethereum,2091.76,252464328698,42000442155,2113.07,2001.54,-0.5760183980887346,0.6278880263862185,2026-02-07T22:39:53.054Z
2026-02-08T04:40:00,binancecoin,bnb,BNB,649.12,88534350172,1631485515,667.0,631.28,-0.3950871566720561,-2.445694728699964,2026-02-07T22:39:52.774Z
2026-02-08T04:40:00,solana,sol,Solana,88.35,50131964103,5875763716,89.4,84.66,-0.4493340053243743,-0.9973452597618209,2026-02-07T22:39:53.632Z
2026-02-08T04:41:00,bitcoin,btc,Bitcoin,69386,1387529921999,71027214933,71604,67656,-0.17292016644530245,-2.649941087130794,2026-02-07T22:39:53.051Z
2026-02-08T04:41:00,ethereum,eth,Ethereum,2091.76,252464328698,42000442155,2113.07,2001.54,-0.5760183980887346,0.6278880263862185,2026-02-07T22:39:53.054Z
2026-02-08T04:41:00,binancecoin,bnb,BNB,649.12,88534350172,1631485515,667.0,631.28,-0.3950871566720561,-2.445694728699964,2026-02-07T22:39:52.774Z
2026-02-08T04:41:00,solana,sol,Solana,88.35,50131964103,5875763716,89.4,84.66,-0.4493340053243743,-0.9973452597618209,2026-02-07T22:39:53.632Z
2026-02-08T04:42:00,bitcoin,btc,Bitcoin,69434,1387529921999,70926592793,71604,67656,-0.10401452615447053,-2.439748641812804,2026-02-07T22:41:48.203Z
2026-02-08T04:42:00,ethereum,eth,Ethereum,2093.44,252464328698,41642425878,2113.07,2001.54,-0.4958928812216536,1.0116051863569822,2026-02-07T22:41:49.631Z
2026-02-08T04:42:00,binancecoin,bnb,BNB,649.31,88534350172,1613041776,667.0,631.28,-0.27182952125572024,-2.417442677370321,2026-02-07T22:42:00.309Z
2026-02-08T04:42:00,solana,sol,Solana,88.36,50131964103,5757956886,89.4,84.66,-0.3003261754045364,-0.9898120882948008,2026-02-07T22:41:49.644Z
2026-02-08T04:43:00,bitcoin,btc,Bitcoin,69434,1387529921999,70926592793,71604,67656,-0.10401452615447053,-2.439748641812804,2026-02-07T22:41:48.203Z
2026-02-08T04:43:00,ethereum,eth,Ethereum,2093.44,252464328698,41642425878,2113.07,2001.54,-0.4958928812216536,1.0116051863569822,2026-02-07T22:41:49.631Z
2026-02-08T04:43:00,binancecoin,bnb,BNB,649.31,88534350172,1613041776,667.0,631.28,-0.27182952125572024,-2.417442677370321,2026-02-07T22:42:00.309Z
2026-02-08T04:43:00,solana,sol,Solana,88.36,50131964103,5757956886,89.4,84.66,-0.3003261754045364,-0.9898120882948008,2026-02-07T22:41:49.644Z
2026-02-08T04:44:00,bitcoin,btc,Bitcoin,69413,1387765268045,70878998144,71604,67656,-0.13392775670860624,-2.46896245133632,2026-02-07T22:43:51.852Z
2026-02-08T04:44:00,ethereum,eth,Ethereum,2092.77,252687806254,41943562610,2113.07,2001.54,-0.5276074842121291,0.9794101036746976,2026-02-07T22:43:51.272Z
2026-02-08T04:44:00,binancecoin,bnb,BNB,649.29,88548971703,1613549812,667.0,631.28,-0.27502559880126554,-2.4205699925391304,2026-02-07T22:43:55.023Z
2026-02-08T04:44:00,solana,sol,Solana,88.38,50138290563,5750664133,89.4,84.66,-0.27851522615384905,-0.9681519754679273,2026-02-07T22:43:59.691Z
2026-02-08T04:45:00,bitcoin,btc,Bitcoin,69413,1387765268045,70878998144,71604,67656,-0.13392775670860624,-2.46896245133632,2026-02-07T22:43:51.852Z
2026-02-08T04:45:00,ethereum,eth,Ethereum,2092.77,252687806254,41943562610,2113.07,2001.54,-0.5276074842121291,0.9794101036746976,2026-02-07T22:43:51.272Z
2026-02-08T04:45:00,binancecoin,bnb,BNB,649.29,88548971703,1613549812,667.0,631.28,-0.27502559880126554,-2.4205699925391304,2026-02-07T22:43:55.023Z
2026-02-08T04:45:00,solana,sol,Solana,88.38,50138290563,5750664133,89.4,84.66,-0.27851522615384905,-0.9681519754679273,2026-02-07T22:43:59.691Z
2026-02-08T04:46:00,bitcoin,btc,Bitcoin,69363,1387765268045,70683101430,71604,67656,-0.11944877361991697,-2.539328367923613,2026-02-07T22:45:57.429Z
2026-02-08T04:46:00,ethereum,eth,Ethereum,2089.77,252687806254,41729376280,2113.07,2001.54,-0.574698175646067,0.8342793072906196,2026-02-07T22:45:57.137Z
2026-02-08T04:46:00,binancecoin,bnb,BNB,648.89,88548971703,1613229276,667.0,631.28,-0.18009141494072795,-2.3805489793760692,2026-02-07T22:45:56.586Z
2026-02-08T04:46:00,solana,sol,Solana,88.37,50138290563,5744523403,89.4,84.66,-0.2913344206840647,-1.024848680372218,2026-02-07T22:45:53.441Z
2026-02-08T04:47:00,bitcoin,btc,Bitcoin,69363,1387765268045,70683101430,71604,67656,-0.11944877361991697,-2.539328367923613,2026-02-07T22:45:57.429Z
2026-02-08T04:47:00,ethereum,eth,Ethereum,2089.77,252687806254,41729376280,2113.07,2001.54,-0.574698175646067,0.8342793072906196,2026-02-07T22:45:57.137Z
2026-02-08T04:47:00,binancecoin,bnb,BNB,648.89,88548971703,1613229276,667.0,631.28,-0.18009141494072795,-2.3805489793760692,2026-02-07T22:45:56.586Z
2026-02-08T04:47:00,solana,sol,Solana,88.37,50138290563,5744523403,89.4,84.66,-0.2913344206840647,-1.024848680372218,2026-02-07T22:45:53.441Z
2026-02-08T04:48:00,bitcoin,btc,Bitcoin,69330,1386100847798,70731444907,71604,67656,-0.166603178517329,-2.5853403283632033,2026-02-07T22:47:53.851Z
2026-02-08T04:48:00,ethereum,eth,Ethereum,2089.57,252173947611,41653671046,2113.07,2001.54,-0.5842686939565781,0.824573163092612,2026-02-07T22:47:53.394Z
2026-02-08T04:48:00,binancecoin,bnb,BNB,648.42,88453750433,1626202353,667.0,631.28,-0.2521568432016466,-2.4510257774829554,2026-02-07T22:47:51.650Z
2026-02-08T04:48:00,solana,sol,Solana,88.3,50133105971,5737931502,89.4,84.66,-0.36364792561039677,-1.096630205588228,2026-02-07T22:47:53.836Z
2026-02-08T04:49:00,bitcoin,btc,Bitcoin,69330,1386100847798,70731444907,71604,67656,-0.166603178517329,-2.5853403283632033,2026-02-07T22:47:53.851Z
2026-02-08T04:49:00,ethereum,eth,Ethereum,2089.57,252173947611,41653671046,2113.07,2001.54,-0.5842686939565781,0.824573163092612,2026-02-07T22:47:53.394Z
2026-02-08T04:49:00,binancecoin,bnb,BNB,648.42,88453750433,1626202353,667.0,631.28,-0.2521568432016466,-2.4510257774829554,2026-02-07T22:47:51.650Z
2026-02-08T04:49:00,solana,sol,Solana,88.3,50133105971,5737931502,89.4,84.66,-0.36364792561039677,-1.096630205588228,2026-02-07T22:47:53.836Z
2026-02-08T04:50:00,bitcoin,btc,Bitcoin,69323,1386100847798,69620324218,71604,67656,-0.17642870392214852,-2.594927803535635,2026-02-07T22:49:47.363Z
2026-02-08T04:50:00,ethereum,eth,Ethereum,2088.19,252173947611,41622320664,2113.07,2001.54,-0.6498030358907363,0.7581101198072883,2026-02-07T22:49:46.284Z
2026-02-08T04:50:00,binancecoin,bnb,BNB,647.98,88453750433,1613297621,667.0,631.28,-0.31913763940907536,-2.5165300305661136,2026-02-07T22:49:46.758Z
2026-02-08T04:50:00,solana,sol,Solana,88.28,50133105971,5731039777,89.4,84.66,-0.38866097065301713,-1.1214592402932275,2026-02-07T22:49:54.730Z
2026-02-08T04:51:00,bitcoin,btc,Bitcoin,69323,1386100847798,69620324218,71604,67656,-0.17642870392214852,-2.594927803535635,2026-02-07T22:49:47.363Z
2026-02-08T04:51:00,ethereum,eth,Ethereum,2088.19,252173947611,41622320664,2113.07,2001.54,-0.6498030358907363,0.7581101198072883,2026-02-07T22:49:46.284Z
2026-02-08T04:51:00,binancecoin,bnb,BNB,647.98,88453750433,1613297621,667.0,631.28,-0.31913763940907536,-2.5165300305661136,2026-02-07T22:49:46.758Z
2026-02-08T04:51:00,solana,sol,Solana,88.28,50133105971,5731039777,89.4,84.66,-0.38866097065301713,-1.1214592402932275,2026-02-07T22:49:54.730Z
2026-02-08T04:52:00,bitcoin,btc,Bitcoin,69385,1385526355366,70621007548,71604,67656,-0.031061181270551592,-2.7086876108020084,2026-02-07T22:52:00.931Z
2026-02-08T04:52:00,ethereum,eth,Ethereum,2090.05,252025412430,41664887827,2113.07,2001.54,-0.35994733438417326,0.6807720155236152,2026-02-07T22:52:00.752Z
2026-02-08T04:52:00,binancecoin,bnb,BNB,648.33,88359754259,1614459178,667.0,631.28,-0.22653755322544344,-2.6768572589077873,2026-02-07T22:52:00.518Z
2026-02-08T04:52:00,solana,sol,Solana,88.3,50085809923,5836723938,89.4,84.66,-0.17754817151647337,-1.2407246973863368,2026-02-07T22:51:59.114Z
2026-02-08T04:53:00,bitcoin,btc,Bitcoin,69385,1385526355366,70621007548,71604,67656,-0.031061181270551592,-2.7086876108020084,2026-02-07T22:52:00.931Z
2026-02-08T04:53:00,ethereum,eth,Ethereum,2090.05,252025412430,41664887827,2113.07,2001.54,-0.35994733438417326,0.6807720155236152,2026-02-07T22:52:00.752Z
2026-02-08T04:53:00,binancecoin,bnb,BNB,648.33,88359754259,1614459178,667.0,631.28,-0.22653755322544344,-2.6768572589077873,2026-02-07T22:52:00.518Z
2026-02-08T04:53:00,solana,sol,Solana,88.3,50085809923,5836723938,89.4,84.66,-0.17754817151647337,-1.2407246973863368,2026-02-07T22:51:59.114Z
2026-02-08T04:54:00,bitcoin,btc,Bitcoin,69377,1385526355366,70380732876,71604,67656,-0.0431364084680632,-2.720439408063495,2026-02-07T22:53:52.216Z
2026-02-08T04:54:00,ethereum,eth,Ethereum,2090.16,252025412430,41681482249,2113.07,2001.54,-0.35464733541386867,0.6861273718661344,2026-02-07T22:53:52.446Z
2026-02-08T04:54:00,binancecoin,bnb,BNB,648.48,88359754259,1604569619,667.0,631.28,-0.20465157940139472,-2.655508779038784,2026-02-07T22:53:52.072Z
2026-02-08T04:54:00,solana,sol,Solana,88.3,50085809923,5828746737,89.4,84.66,-0.1685215150685448,-1.2317941809256228,2026-02-07T22:53:48.921Z
2026-02-08T04:55:00,bitcoin,btc,Bitcoin,69377,1385526355366,70380732876,71604,67656,-0.0431364084680632,-2.720439408063495,2026-02-07T22:53:52.216Z
